destination_name,hashtag_source,post_url,short_code,caption,content_type,timestamp,likes,comments,views,location_name,owner_username,collected_date,source,engagement,upload_date
Bangka Belitung,#pulaubelitung,https://www.instagram.com/p/DXt8sjmFGK4/,DXt8sjmFGK4,#beach #rock #sea #holiday #pulaubelitung,Sidecar,2026-04-29 13:52:57+00:00,27.0,2,0.0,Pulau Kalayang Belitong,yoyosudiono,2026-06-03,Apify Instagram Scraper,29.0,2026-04-29
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DY7A44nk36l/,DY7A44nk36l,"Menemukan destinasi liburan yang tenang namun tetap ikonik kini tidak perlu jauh-jauh ke luar negeri. Belitung menawarkan perpaduan unik antara deretan batu granit raksasa dan air laut biru yang sangat tenang, cocok untuk melepas penat dari hiruk-pikuk pekerjaan. Selain pemandangannya yang memanjakan mata, kuliner khasnya juga siap memanjakan lidah Anda sepanjang perjalanan 🌊.

🏝️ Belitung Travelindo
📍 Tanjung Pandan, Belitung
📞 081366257832

#belitungtravelindo #paketwisatabelitung #explorebelitung #liburanbelitung #wisataindonesia",Sidecar,2026-05-29 12:11:07+00:00,28.0,0,0.0,Pulau Belitung,belitungtravelindo,2026-06-03,Apify Instagram Scraper,28.0,2026-05-29
Bangka Belitung,#pulaubelitung,https://www.instagram.com/p/DZEPbcxncrS/,DZEPbcxncrS,"Tarian Encheloclarias. 

Tengah malam dan pagi hari. 
Embun pun masih menutup sebagian akuarium. Seperti nya masa birahi bagi mereka. Saya tahu, mengembangbiakan Dwarf/Bladefin catfish ini sangat susah sekali, namun tidak ada salah nya terus mencoba sampai berhasil. Bahkan sepengetahuan saya, belum pernah ada yang mengembangbiakan Encheloclarias. 

#encheloclarias 
#pulaubelitung 
#clariidae",Sidecar,2026-06-02 02:11:20+00:00,24.0,1,0.0,,firman_y78,2026-06-03,Apify Instagram Scraper,25.0,2026-06-02
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DY8vzjekx-n/,DY8vzjekx-n,"Liburan ke Belitung kini jauh lebih praktis karena semua kebutuhan Anda sudah kami siapkan dengan matang. Mulai dari transportasi yang nyaman, penginapan pilihan, hingga dokumentasi estetik agar momen liburan tetap abadi dalam jepretan kamera. Anda cukup bawa koper dan nikmati setiap sudut keindahan Negeri Laskar Pelangi ini tanpa harus pusing memikirkan itinerary 📸.

🏝️ Belitung Travelindo
📍 Tanjung Pandan, Belitung
📞 081366257832

#belitung #tourbelitung #explorebelitung #opentripbelitung #pakettourbelitung",Sidecar,2026-05-30 04:20:19+00:00,25.0,0,0.0,Pulau Belitung,belitungtravelindo,2026-06-03,Apify Instagram Scraper,25.0,2026-05-30
Bangka Belitung,#bangkabelitung,https://www.instagram.com/p/DZHjX-0kbLT/,DZHjX-0kbLT,"Segenap Keluarga Besar Inspektorat Daerah Provinsi Kepulauan Bangka Belitung, mengucapkan :

""Selamat dan Sukses atas Pelantikan Bapak Imam Kusnadi, SE.,M.AB, CFRA, CRGP, CGCAE, QIA sebagai Inspektur Daerah Provinsi Kepulauan Bangka Belitung""👏🏻🔥

Semoga amanah yang diemban dapat dijalankan dengan penuh integritas, dedikasi, dan profesionalisme.

""Senantiasa diberikan kesehatan, kekuatan, serta kemudahan dalam memimpin dan membawa Inspektorat Daerah Provinsi Kepulauan Bangka Belitung menuju tata kelola pemerintahan yang semakin akuntabel, transparan, dan berintegritas""

#itda
#bangkabelitung 
#newlead 
#INSPEKTUR",Sidecar,2026-06-03 09:03:20+00:00,20.0,1,0.0,,itdababel,2026-06-03,Apify Instagram Scraper,21.0,2026-06-03
Bangka Belitung,#pulaubelitung,https://www.instagram.com/p/DYOON_Wmjk2/,DYOON_Wmjk2,"Masyaallah Tabarakallah- AllahummaBariik

📍H Dafam - P. Tj Kelayang

#pulaubelitung #explorebelitung #pantaitanjungkelayang #bangkabelitung #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",Sidecar,2026-05-12 02:41:46+00:00,18.0,2,0.0,,dwipuspa57,2026-06-03,Apify Instagram Scraper,20.0,2026-05-12
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DY1FlvuIGDB/,DY1FlvuIGDB,"Coba tag orang-orang yang pengen banget kamu ajak buat foto rame-rame di depan mercusuar ini! 👇

Jangan cuma wacana di grup WhatsApp aja, mending langsung realisasikan bareng paket Corporate atau Family Gathering dari kami. Semua akomodasi, rute, dan keseruan kalian biar kami yang urus! Tinggal bawa badan dan siap-siap buat seru-seruan bareng. 😎🏝️

BOOKING SEKARANG, BERANGKAT BESOK
📱 WhatsApp : +62 812-4802-3619
💻 Instagram : @gobelitungtrip
📍 Kantor : JI. Tj. Pandan, Kab. Belitung, Kep. Bangka Belitung 33411

#belitung #wisatabelitung #opentripbelitung #privatetrip #laskarpelangi",Sidecar,2026-05-27 04:56:45+00:00,18.0,0,0.0,,gobelitungtrip,2026-06-03,Apify Instagram Scraper,18.0,2026-05-27
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DYy4bFlGpfl/,DYy4bFlGpfl,"Yuk Agendakan Liburan Kalian di Belitung
Bersama Kami @healingbelitung

""Avaliable Tour Package Belitung""
•Paket Tour Only Belitung (2D1N,3D2N,4D3N)
•Paket Promo Belitung (2D1N,3D2N,4D3N)
•Paket Hemat Belitung (2D1N,3D2N,4D3N)
•Paket Reguler Belitung (2D1N,3D2N,4D3N)
•Paket Honeymoon (3D2N & 4D3N)
•Paket Family (3D2N & 4D3N)
•Paket One Day Trip Hopping Island
•Paket One Day Trip Leebong Island
---
Contact :
📲 CP/WA : 087749631080
📧 Email : healingbelitungtrip@gmail.co
🌐 Website : healingbelitungtour.id
•
•
•
#tourbelitung #tripbelitung #rentalmobilbelitung #sewamobilbelitung #explorebelitung",Sidecar,2026-05-26 08:23:13+00:00,18.0,0,0.0,Pulau Belitung,healingbelitung,2026-06-03,Apify Instagram Scraper,18.0,2026-05-26
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DYwzqq0ksUI/,DYwzqq0ksUI,"Kayanya udah waktunya deh kamu healing sejenak.

3 hari di Belitung udah bisa jadi recharge terbaik buat pikiran kamu.😉
Mulai dari explore cantiknya Pantai Serdang, snorkeling di jernihnya laut Pulau Lengkuas, sampai nikmatin sunset estetik di Pantai Tanjung Tinggi dan yang lainnya.

#jjy #belitung #explorebelitung",Sidecar,2026-05-25 13:03:10+00:00,17.0,0,0.0,,jalan.jalanyuk,2026-06-03,Apify Instagram Scraper,17.0,2026-05-25
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DY66Uf1ExEK/,DY66Uf1ExEK,"Mau liburan tapi cuma sendiri ? Tenang aja kami buka open trip buat kamu yang sendirian biar bisa kenal dan liburan bareng sama orang baru. Buat tanya-tanya langsung dm mimin ya 😘

BOOKING SEKARANG, ADA MINIMAL KUOTA SLOT DAN TERBATAS YA GAESS 😎
📱 WhatsApp: +62 812-4802-3619
💻 Instagram: @gobelitungtrip
📍 Kantor: Jl. Tj. Pandan, Kab. Belitung, Kep. Bangka Belitung 33411

#belitung #wisatabelitung #opentripbelitung #privatetrip",Sidecar,2026-05-29 11:13:43+00:00,15.0,0,0.0,,gobelitungtrip,2026-06-03,Apify Instagram Scraper,15.0,2026-05-29
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DYq0EuNz3x1/,DYq0EuNz3x1,"Kenapa banyak wisatawan yang ke Belitung ujung-ujungnya pilih TJQ Transport lagi ?

Bukan cuma soal mobil... tapi karena liburannya jadi jauh lebih praktis

Mulai dari pilihan mobil yang lengkap, paket sewa yang fleksibel, sampai harga yang bisa dicek dari awal tanpa bikin deg-degan

Mau liburan bareng keluarga, trip ramean, honeymoon, atau sekadar healing tipis-tipis juga tetap cocok, dan proses bookingnya pun gampang, jadi kamu nggak perlu ribet mikirin transport selama di Belitung

Karena liburan yang nyaman itu di mulai dari perjalanan yang aman dan santai

Yuk siapin kendaraanmu dari sekarang dan nikmatin Belitung tanpa drama transport

•
•
•
Contact US :
WA : 087749631080 (Fast Response)
Web : sewamobilbelitung.id
IG : @rentalmobilbelitungmurah

#rentalmobilbelitung #sewamobilbelitung #liburanbelitung #belitungtrip #explorebelitung",Image,2026-05-23 05:11:21+00:00,15.0,0,0.0,Pulau Belitung,rentalmobilbelitungmurah,2026-06-03,Apify Instagram Scraper,15.0,2026-05-23
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DYuNrDDTlhv/,DYuNrDDTlhv,"Liburan ke Belitung udah direncanain... tapi kendaraan belum ada?
Jangan sampai momen healing malah habis buat bingung cari transport

Bayangin udah pengen hopping pantai, cari seafood enak, sampai sunset-an cantik... eh malah ribet nunggu kendaraan sana-sini

Padahal kalau pakai rental mobil, perjalanan jadi lebih santai, fleksibel, dan bebas mau mampir ke mana aja

Bareng TJQ Transport, kamu tinggal duduk manis dan siap nikmatin serunya Belitung

Liburan nyaman, jalan-jalan pun makin puas. Jadi... kapan mau explore Belitung tanpa ribet?

•
•
•
Contact US :
WA : 087749631080 (Fast Response)
Web : sewamobilbelitung.id
IG : @rentalmobilbelitungmurah

#rentalmobilbelitung #sewamobilbelitung #liburanbelitung #belitungtrip #explorebelitung",Image,2026-05-24 12:52:44+00:00,14.0,0,0.0,Pulau Belitung,rentalmobilbelitungmurah,2026-06-03,Apify Instagram Scraper,14.0,2026-05-24
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DY_gZGmoCXy/,DY_gZGmoCXy,"Menjauh sejenak dari rutinitas, saatnya recharge energi di hidden gem Belitung! 🌊⛰️

Ngerasain langsung magisnya gua batu granit alami dengan air laut yang super jernih dan segar. Pengalaman seru kayak gini cuma bisa kamu dapetin kalau liburan bareng @gobelitungtrip 

Yuk, booking slot trip kamu sekarang dan siap-siap berangkat besok!
BOOKING SEKARANG, BERANGKAT BESOK
📱 WhatsApp: +62 812-4802-3619
💻 Instagram: @gobelitungtrip
📍 Kantor: Jl. Tj. Pandan, Kab. Belitung, Kep. Bangka Belitung 33411

#belitung #wisatabelitung #opentripbelitung #privatetrip #laskarpelangi",Sidecar,2026-05-31 06:03:21+00:00,13.0,0,0.0,,gobelitungtrip,2026-06-03,Apify Instagram Scraper,13.0,2026-05-31
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DY5tRvHD940/,DY5tRvHD940,"Tidak hanya menghadirkan suasana outdoor dengan pemandangan yang memukau, restoran kami juga menyediakan area indoor yang nyaman dan elegan.

Cocok untuk menikmati sarapan, makan bersama keluarga, hingga bersantai dengan suasana yang tenang dan modern.

Nikmati pengalaman kuliner terbaik dengan pilihan tempat yang sesuai untuk setiap momen Anda 🤎

𝗗𝗮𝗳𝗮𝗺 𝗥𝗲𝘀𝗼𝗿𝘁 𝗕𝗲𝗹𝗶𝘁𝘂𝗻𝗴
JI.Tanjung Kelayang, Kab.Belitung
Bangka Belitung - Indonesia

Tel. +62 719 930 8888
WA +62 811 738 8280
WA +62 821 9836 5387

#ArtotelWanderlust #dafam #belitung #bangkabelitung #wisatabelitung #dafamresort #hotelbelitung #resortbelitung #resortcontent #menginapbelitung #travelbelitung #pesonaindonesia #letsgobelitung #hoteldafam #canting #tanjungkelayang #foodies #beach #staycation #Romantic",Image,2026-05-29 00:00:31+00:00,13.0,0,0.0,Dafam Resort Belitung,dafamresortbelitung,2026-06-03,Apify Instagram Scraper,13.0,2026-05-29
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DY6QSupzwuz/,DY6QSupzwuz,"Keliling Belitung naik mobil mulai 250 ribuan aja? Yes, bisa banget di TJQ Transport!

Nggak perlu bingung cari transport mahal buat liburan Dengan harga yang ramah di kantong, kamu udah bisa explore Belitung lebih bebas, nyaman, dan pasti nya anti ribet

Cocok buat trip bareng keluarga, bestie, ataupun pasangan

Dari pada liburan cuma jadi wacana, mending siapin kendaraan dari sekarang

Chat kami untuk info unit dan paket lengkapnya sebelum kehabisan!

•
•
•
Contact US :
WA : 087749631080 (Fast Response)
Web : sewamobilbelitung.id
IG : @rentalmobilbelitungmurah

#rentalmobilbelitung #sewamobilbelitung #liburanbelitung #belitungtrip #explorebelitung",Image,2026-05-29 05:06:32+00:00,13.0,0,0.0,Pulau Belitung,rentalmobilbelitungmurah,2026-06-03,Apify Instagram Scraper,13.0,2026-05-29
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DY6NDiWCgfN/,DY6NDiWCgfN,"🌴✨ OPEN TRIP BELITUNG 3D2N ✨🌴

Siap liburan seru ke Belitung tanpa ribet? Saatnya menikmati keindahan pantai berpasir putih, laut biru jernih, dan pengalaman island hopping yang tak terlupakan!

📅 05 - 07 JUNI 2026
💰 SPECIAL PRICE Rp900.000/Pax

✅ Hotel 2 Malam
✅ Transportasi selama trip
✅ Boat Island Tour
✅ Snorkeling Set & Guide
✅ Tour Guide Berpengalaman
✅ Air Mineral Selama Trip
✅ Breakfast 2x
✅ Makan Siang 1x
✅ Mie Belitung 1x
✅ Dokumentasi

🏝️ Jelajahi destinasi favorit Belitung:
📍 Pantai Tanjung Tinggi
📍 Pulau Pasir
📍 Pulau Lengkuas
📍 Pulau Batu Berlayar
📍 Kelong & Spot Snorkeling Terbaik
📍 Kelenteng Dewi Kwan Im

🔥 Kuota Terbatas!
Cocok untuk solo traveler, pasangan, keluarga, maupun rombongan teman.

📲 Booking sekarang sebelum kehabisan!
📞 0877-9228-7550

#OpenTripBelitung #BelitungLestari #TravelBelitung #BelitungTour #WisataBelitung",Image,2026-05-29 04:38:45+00:00,12.0,0,0.0,,belitunglestari.tour,2026-06-03,Apify Instagram Scraper,12.0,2026-05-29
Bangka Belitung,#explorebelitung,https://www.instagram.com/p/DZFbZdnEtNS/,DZFbZdnEtNS,"Pernah nyobain langsung kopi legendaris Belitung yang buka sejak 1943! Vibes kedai Kong Djie Siburik ini emang ga ada lawan, berasa ditarik ke masa lalu.

#KongDjieCoffee #KulinerBelitung #KopiLegenda #ExploreBelitung #NgopiSantai",Sidecar,2026-06-02 13:15:09+00:00,12.0,0,0.0,Kong Djie Coffee,tonidesain24,2026-06-03,Apify Instagram Scraper,12.0,2026-06-02
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DY0pXv4Cuix/,DY0pXv4Cuix,"Nikmati suasana resto outdoor yang elegan dengan pemandangan pantai yang memukau.

Tempat sempurna untuk bersantai, menikmati hidangan favorit, hingga karaoke ceria bersama keluarga dan sahabat.

Ciptakan momen hangat dan penuh keseruan hanya di hotel kami.

𝗗𝗮𝗳𝗮𝗺 𝗥𝗲𝘀𝗼𝗿𝘁 𝗕𝗲𝗹𝗶𝘁𝘂𝗻𝗴
JI.Tanjung Kelayang, Kab.Belitung
Bangka Belitung - Indonesia

Tel. +62 719 930 8888
WA +62 811 738 8280
WA +62 821 9836 5387

#ArtotelWanderlust #dafam #belitung #bangkabelitung #wisatabelitung #dafamresort #hotelbelitung #resortbelitung #resortcontent #menginapbelitung #travelbelitung #pesonaindonesia #letsgobelitung #hoteldafam #canting #tanjungkelayang #foodies #beach #staycation #Romantic",Image,2026-05-27 00:50:12+00:00,11.0,0,0.0,Dafam Resort Belitung,dafamresortbelitung,2026-06-03,Apify Instagram Scraper,11.0,2026-05-27
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DZB_73yIFMx/,DZB_73yIFMx,"Menikmati pesona tropis sesungguhnya di tanah Laskar Pelangi. Dari syahdunya susur pulau dengan kapal kayu sampai cantiknya panorama Pulau Lengkuas, semua ketenangan ini siap menyambut kamu.

Ajak seseorang yang pengen banget kamu ajak ke spot seindah ini bareng @gobelitungtrip 👇
BOOKING SEKARANG, BERANGKAT BESOK
📱 WhatsApp: +62 812-4802-3619
💻 Instagram: @gobelitungtrip
📍 Kantor: Jl. Tj. Pandan, Kab. Belitung, Kep. Bangka Belitung 33411

#belitung #wisatabelitung #opentripbelitung #privatetrip #laskarpelangi",Sidecar,2026-06-01 05:17:28+00:00,10.0,0,0.0,,gobelitungtrip,2026-06-03,Apify Instagram Scraper,10.0,2026-06-01
Bangka Belitung,#wisatabelitung,https://www.instagram.com/p/DYzAQdpIKQ-/,DYzAQdpIKQ-,"Jangan biarkan long weekend kali ini berlalu begitu saja tanpa cerita seru! 🌊☀️

Yuk, langsung kemas koper kamu dan nikmati indahnya pantai Belitung bareng @gobelitungtrip Mulai dari gowes di atas air sampai santai minum kelapa di bawah pohon palem, kami siap kasih pengalaman liburan terbaik buat kamu.

Slot terbatas untuk musim liburan ini, chat admin sekarang juga sebelum kehabisan!
BOOKING SEKARANG, BERANGKAT BESOK
📱 WhatsApp: +62 812-4802-3619
💻 Instagram: @gobelitungtrip
📍 Kantor: Jl. Tj. Pandan, Kab. Belitung, Kep. Bangka Belitung 33411

#belitung #wisatabelitung #opentripbelitung #privatetrip #meme",Sidecar,2026-05-26 09:31:40+00:00,10.0,0,0.0,,gobelitungtrip,2026-06-03,Apify Instagram Scraper,10.0,2026-05-26
